Культура,Територіальний розріз,2019,2020,2021,2022,2023,Crop,SCOR,Region
Кукурудза,Тернопільська,0.3696,0.3761,0.3661,0.4143,0.399,Кукурудза,0.38502000000000003,Ternopilska oblast
Кукурудза,Харківська,0.3348,0.3331,0.3182,0.3576,0.3253,Кукурудза,0.3338,Kharkivska oblast
Кукурудза,Херсонська,0.3611,0.4132,0.3623,,,Кукурудза,0.3788666666666667,Khersonska oblast
Кукурудза,Хмельницька,0.3437,0.3664,0.3555,0.3816,0.3854,Кукурудза,0.36651999999999996,Khmelnytska oblast
Кукурудза,Черкаська,0.347,0.3472,0.3307,0.3947,0.3598,Кукурудза,0.35588,Cherkaska oblast
Кукурудза,Чернівецька,0.3226,0.3595,0.3451,0.3774,0.3508,Кукурудза,0.35107999999999995,Chernivetska oblast
Кукурудза,Чернігівська,0.3707,0.3771,0.3623,0.3802,0.4536,Кукурудза,0.38878,Chernihivska oblast
Кукурудза,Вінницька,0.0296,0.0267,0.0197,0.0476,0.0521,Кукурудза,0.03514,Vinnytska oblast
Кукурудза,Волинська,0.0413,0.0307,0.0322,0.0548,0.0387,Кукурудза,0.039540000000000006,Volynska oblast
Кукурудза,Дніпропетровська,0.0305,0.0321,0.0276,0.0464,0.0492,Кукурудза,0.03716,Dnipropetrovska oblast
Кукурудза,Донецька,0.034,0.0322,0.0126,0.0251,,Кукурудза,0.025975,Donetska oblast
Кукурудза,Житомирська,0.0306,0.0284,0.0247,0.0471,0.0494,Кукурудза,0.03604,Zhytomyrska oblast
Кукурудза,Закарпатська,0.0572,0.0259,0.0565,0.0501,0.0176,Кукурудза,0.041460000000000004,Zakarpatska oblast
Кукурудза,Запорізька,0.0354,0.0302,0.0328,0.0482,0.0492,Кукурудза,0.03916,Zaporizka oblast
Кукурудза,Івано-Франківська,0.0242,0.0296,0.037,0.0469,0.0578,Кукурудза,0.039099999999999996,Ivano-Frankivska oblast
Кукурудза,Київська,0.0307,0.0281,0.0323,0.0503,0.0504,Кукурудза,0.038360000000000005,Kyivska oblast
Кукурудза,Кіровоградська,0.0192,0.0172,0.02,0.0425,0.045,Кукурудза,0.028780000000000007,Kirovohradska oblast
Кукурудза,Луганська,0.0179,0.0074,0.0094,,,Кукурудза,0.011566666666666668,Luhanska oblast
Кукурудза,Львівська,0.0413,0.058,0.0512,0.0625,0.0624,Кукурудза,0.05508,Lvivska oblast
Кукурудза,Миколаївська,0.0085,0.0198,0.0258,0.0363,0.0361,Кукурудза,0.0253,Mykolaivska oblast
Кукурудза,Одеська,0.0,0.0,0.0,0.0176,0.0285,Кукурудза,0.00922,Odeska oblast
Кукурудза,Полтавська,0.0245,0.0245,0.0222,0.0389,0.0416,Кукурудза,0.03034,Poltavska oblast
Кукурудза,Рівненська,0.0327,0.046,0.0435,0.054,0.0642,Кукурудза,0.04808,Rivnenska oblast
Кукурудза,Сумська,0.0398,0.0411,0.041,0.0504,0.0516,Кукурудза,0.04478,Sumska oblast
Кукурудза,Тернопільська,0.0367,0.0378,0.0385,0.0505,0.0527,Кукурудза,0.04324000000000001,Ternopilska oblast
Кукурудза,Харківська,0.0289,0.0263,0.0185,0.0475,0.0518,Кукурудза,0.0346,Kharkivska oblast
Кукурудза,Херсонська,0.0212,0.0157,0.013,,,Кукурудза,0.016633333333333333,Khersonska oblast
Кукурудза,Хмельницька,0.0391,0.0461,0.0312,0.0634,0.0548,Кукурудза,0.04692,Khmelnytska oblast
Кукурудза,Черкаська,0.0288,0.0314,0.0293,0.0486,0.0504,Кукурудза,0.0377,Cherkaska oblast
Кукурудза,Чернівецька,0.0289,0.0423,0.0252,0.0595,0.0461,Кукурудза,0.0404,Chernivetska oblast
Кукурудза,Чернігівська,0.0335,0.0415,0.0515,0.0479,0.0459,Кукурудза,0.04406,Chernihivska oblast
Кукурудза,Вінницька,0.0348,0.0291,0.0256,0.0501,0.0574,Кукурудза,0.039400000000000004,Vinnytska oblast
Кукурудза,Волинська,0.0494,0.0372,0.0336,0.057,0.0411,Кукурудза,0.04366,Volynska oblast
Кукурудза,Дніпропетровська,0.037,0.0374,0.0323,0.0526,0.0527,Кукурудза,0.0424,Dnipropetrovska oblast
Кукурудза,Донецька,0.0386,0.0367,0.0187,0.0363,,Кукурудза,0.032575,Donetska oblast
Кукурудза,Житомирська,0.0353,0.0339,0.0277,0.0521,0.0521,Кукурудза,0.04022,Zhytomyrska oblast
Кукурудза,Закарпатська,0.0607,0.027,0.0619,0.0516,0.0178,Кукурудза,0.043800000000000006,Zakarpatska oblast
Кукурудза,Запорізька,0.0394,0.0325,0.034,0.0546,0.0492,Кукурудза,0.04194,Zaporizka oblast
Кукурудза,Івано-Франківська,0.0255,0.0299,0.0381,0.0476,0.0581,Кукурудза,0.03984,Ivano-Frankivska oblast
Кукурудза,Київська,0.0339,0.0302,0.0351,0.0551,0.0532,Кукурудза,0.0415,Kyivska oblast
Кукурудза,Кіровоградська,0.0229,0.021,0.0233,0.0473,0.048,Кукурудза,0.03250000000000001,Kirovohradska oblast
Кукурудза,Луганська,0.0196,0.0099,0.0103,,,Кукурудза,0.013266666666666668,Luhanska oblast
Кукурудза,Львівська,0.0417,0.0595,0.0524,0.0647,0.065,Кукурудза,0.05666,Lvivska oblast
Кукурудза,Миколаївська,0.0116,0.0238,0.0308,0.0414,0.0431,Кукурудза,0.03014,Mykolaivska oblast
Кукурудза,Одеська,0.0053,0.0053,0.0044,0.0239,0.0353,Кукурудза,0.01484,Odeska oblast
Кукурудза,Полтавська,0.0276,0.0269,0.0259,0.043,0.0465,Кукурудза,0.033979999999999996,Poltavska oblast
Кукурудза,Рівненська,0.0385,0.0494,0.0471,0.0577,0.0671,Кукурудза,0.051960000000000006,Rivnenska oblast
Кукурудза,Сумська,0.0415,0.0424,0.0426,0.0529,0.052,Кукурудза,0.04628,Sumska oblast
Кукурудза,Тернопільська,0.039,0.0399,0.0395,0.0521,0.0569,Кукурудза,0.04548000000000001,Ternopilska oblast
Кукурудза,Харківська,0.0322,0.0289,0.023,0.0577,0.0559,Кукурудза,0.039540000000000006,Kharkivska oblast
Кукурудза,Херсонська,0.0264,0.0229,0.0208,,,Кукурудза,0.023366666666666664,Khersonska oblast
Кукурудза,Хмельницька,0.0424,0.0481,0.033,0.0662,0.0564,Кукурудза,0.04922,Khmelnytska oblast
Кукурудза,Черкаська,0.0322,0.0331,0.0318,0.0505,0.0521,Кукурудза,0.03994,Cherkaska oblast
Кукурудза,Чернівецька,0.0324,0.039,0.0299,0.0647,0.0497,Кукурудза,0.04314,Chernivetska oblast
Кукурудза,Чернігівська,0.0369,0.0436,0.0533,0.0516,0.0468,Кукурудза,0.04644,Chernihivska oblast
Соняшник,Вінницька,0.2276,0.2586,0.2351,0.2763,0.2409,Соняшник,0.24769999999999998,Vinnytska oblast
Соняшник,Волинська,0.116,0.1314,0.1517,0.1377,0.0906,Соняшник,0.12547999999999998,Volynska oblast
Соняшник,Дніпропетровська,0.2524,0.2758,0.2589,0.2704,0.2317,Соняшник,0.25784,Dnipropetrovska oblast
Соняшник,Донецька,0.2485,0.2166,0.2239,0.1009,0.0864,Соняшник,0.17526,Donetska oblast
Соняшник,Житомирська,0.1615,0.1772,0.1783,0.2366,0.1443,Соняшник,0.17958000000000002,Zhytomyrska oblast
Соняшник,Закарпатська,0.0,0.0,0.0,0.025,0.0,Соняшник,0.005,Zakarpatska oblast
Соняшник,Запорізька,0.212,0.217,0.2277,0.1422,0.0945,Соняшник,0.17868,Zaporizka oblast
Соняшник,Івано-Франківська,0.0878,0.0748,0.0889,0.1278,0.0583,Соняшник,0.08752000000000001,Ivano-Frankivska oblast
Соняшник,Київська,0.1947,0.2079,0.2168,0.2393,0.1815,Соняшник,0.20804,Kyivska oblast
Соняшник,Кіровоградська,0.2423,0.268,0.2557,0.2354,0.1975,Соняшник,0.23978000000000002,Kirovohradska oblast
Соняшник,Луганська,0.2076,0.2296,0.2316,0.0,,Соняшник,0.16720000000000002,Luhanska oblast
Соняшник,Львівська,0.0838,0.104,0.1185,0.1388,0.1035,Соняшник,0.10972000000000001,Lvivska oblast
Соняшник,Миколаївська,0.2212,0.2429,0.2614,0.2251,0.1827,Соняшник,0.22666,Mykolaivska oblast
Соняшник,Одеська,0.224,0.225,0.2331,0.2092,0.1699,Соняшник,0.21223999999999998,Odeska oblast
Соняшник,Полтавська,0.2179,0.2374,0.2442,0.2436,0.1861,Соняшник,0.22583999999999999,Poltavska oblast
Соняшник,Рівненська,0.0915,0.1084,0.1162,0.1422,0.0843,Соняшник,0.10851999999999999,Rivnenska oblast
Соняшник,Сумська,0.2284,0.2487,0.2405,0.2776,0.2116,Соняшник,0.24136000000000002,Sumska oblast
Соняшник,Тернопільська,0.1733,0.1914,0.1862,0.2306,0.1855,Соняшник,0.19340000000000002,Ternopilska oblast
Соняшник,Харківська,0.2501,0.2561,0.2603,0.2038,0.192,Соняшник,0.23245999999999997,Kharkivska oblast
Соняшник,Херсонська,0.1733,0.2079,0.1809,0.025,0.0232,Соняшник,0.12206000000000002,Khersonska oblast
Соняшник,Хмельницька,0.1721,0.2129,0.1962,0.2286,0.192,Соняшник,0.20036,Khmelnytska oblast
Соняшник,Черкаська,0.2064,0.2133,0.2143,0.2471,0.1936,Соняшник,0.21494,Cherkaska oblast
Соняшник,Чернівецька,0.0166,0.0512,0.0693,0.0618,0.0518,Соняшник,0.05014,Chernivetska oblast
Соняшник,Чернігівська,0.2307,0.2415,0.262,0.2532,0.3045,Соняшник,0.25838,Chernihivska oblast
Соняшник,Вінницька,0.9418,0.9429,0.9625,0.9722,0.9573,Соняшник,0.95534,Vinnytska oblast
Соняшник,Волинська,0.8219,0.8292,0.8269,0.8343,0.8072,Соняшник,0.8238999999999999,Volynska oblast
Соняшник,Дніпропетровська,0.9939,0.988,0.9945,1.0,1.0,Соняшник,0.9952799999999999,Dnipropetrovska oblast
Соняшник,Донецька,0.9319,0.9233,0.9464,0.8373,0.8434,Соняшник,0.89646,Donetska oblast
Соняшник,Житомирська,0.8652,0.8678,0.8684,0.8827,0.8774,Соняшник,0.8722999999999999,Zhytomyrska oblast
Соняшник,Закарпатська,0.6389,0.6224,0.6125,0.6053,0.5792,Соняшник,0.61166,Zakarpatska oblast
Соняшник,Запорізька,0.9629,0.9522,0.9641,0.877,0.8594,Соняшник,0.9231199999999999,Zaporizka oblast
Соняшник,Івано-Франківська,0.757,0.7464,0.7998,0.8256,0.7932,Соняшник,0.7844,Ivano-Frankivska oblast
Соняшник,Київська,0.9171,0.9272,0.9313,0.9476,0.9318,Соняшник,0.9309999999999998,Kyivska oblast
Соняшник,Кіровоградська,0.9817,0.9698,0.9773,0.9847,0.9832,Соняшник,0.97934,Kirovohradska oblast
Соняшник,Луганська,0.9457,0.9485,0.976,0.5598,,Соняшник,0.8575,Luhanska oblast
Соняшник,Львівська,0.775,0.8016,0.8281,0.8104,0.8304,Соняшник,0.8091000000000002,Lvivska oblast
Соняшник,Миколаївська,0.9336,0.9253,0.928,0.9126,0.9055,Соняшник,0.921,Mykolaivska oblast
Соняшник,Одеська,0.869,0.8577,0.9009,0.8959,0.901,Соняшник,0.8849,Odeska oblast
Соняшник,Полтавська,0.9575,0.97,0.9731,0.99,0.9756,Соняшник,0.97324,Poltavska oblast
Соняшник,Рівненська,0.7854,0.7998,0.8194,0.8592,0.804,Соняшник,0.8135600000000001,Rivnenska oblast
Соняшник,Сумська,0.9412,0.9631,0.9638,0.9834,0.9641,Соняшник,0.96312,Sumska oblast
Соняшник,Тернопільська,0.8757,0.8797,0.8922,0.9243,0.9277,Соняшник,0.89992,Ternopilska oblast
Соняшник,Харківська,1.0,1.0,1.0,0.9623,0.981,Соняшник,0.98866,Kharkivska oblast
Соняшник,Херсонська,0.9042,0.882,0.9111,0.6277,0.7568,Соняшник,0.8163600000000001,Khersonska oblast
Соняшник,Хмельницька,0.9295,0.962,0.9338,0.9791,0.9804,Соняшник,0.9569599999999999,Khmelnytska oblast
Соняшник,Черкаська,0.9216,0.9351,0.9347,0.9482,0.9441,Соняшник,0.93674,Cherkaska oblast
Соняшник,Чернівецька,0.686,0.7281,0.7519,0.7468,0.7835,Соняшник,0.73926,Chernivetska oblast
Соняшник,Чернігівська,0.9536,0.955,0.9622,0.9815,0.9731,Соняшник,0.96508,Chernihivska oblast
Соняшник,Вінницька,0.3447,0.3643,0.3333,0.3721,0.354,Соняшник,0.35368000000000005,Vinnytska oblast
Соняшник,Волинська,0.3605,0.3612,0.4003,0.3686,0.3452,Соняшник,0.36716,Volynska oblast
Соняшник,Дніпропетровська,0.3127,0.3346,0.3207,0.3321,0.2935,Соняшник,0.31872,Dnipropetrovska oblast
Соняшник,Донецька,0.3575,0.3183,0.3199,0.2736,0.2517,Соняшник,0.3042,Donetska oblast
Соняшник,Житомирська,0.3315,0.3372,0.3352,0.3809,0.3068,Соняшник,0.33832,Zhytomyrska oblast
Соняшник,Закарпатська,0.2875,0.3269,0.3424,0.3393,0.3465,Соняшник,0.32852000000000003,Zakarpatska oblast
Соняшник,Запорізька,0.2888,0.295,0.3025,0.3096,0.2683,Соняшник,0.29284,Zaporizka oblast
Соняшник,Івано-Франківська,0.3465,0.3422,0.334,0.3569,0.3289,Соняшник,0.3417,Ivano-Frankivska oblast
Соняшник,Київська,0.3336,0.3378,0.3413,0.3599,0.3101,Соняшник,0.33653999999999995,Kyivska oblast
Соняшник,Кіровоградська,0.3163,0.3372,0.3265,0.3061,0.2737,Соняшник,0.31196,Kirovohradska oblast
Соняшник,Луганська,0.2995,0.3157,0.31,0.3024,,Соняшник,0.3069,Luhanska oblast
Соняшник,Львівська,0.3391,0.3517,0.3469,0.3616,0.3352,Соняшник,0.3469,Lvivska oblast
Соняшник,Миколаївська,0.3108,0.3312,0.355,0.3329,0.2893,Соняшник,0.32383999999999996,Mykolaivska oblast
Соняшник,Одеська,0.3223,0.3215,0.3199,0.2916,0.2754,Соняшник,0.30613999999999997,Odeska oblast
Соняшник,Полтавська,0.3189,0.3246,0.3313,0.325,0.2771,Соняшник,0.31537999999999994,Poltavska oblast
Соняшник,Рівненська,0.3453,0.3397,0.3505,0.3519,0.2865,Соняшник,0.33477999999999997,Rivnenska oblast
Соняшник,Сумська,0.3416,0.3463,0.3441,0.3676,0.3237,Соняшник,0.34466,Sumska oblast
Соняшник,Тернопільська,0.3798,0.3699,0.3699,0.398,0.3575,Соняшник,0.37502,Ternopilska oblast
Соняшник,Харківська,0.3136,0.3095,0.3167,0.3073,0.2664,Соняшник,0.3027,Kharkivska oblast
Соняшник,Херсонська,0.2875,0.3291,0.2975,0.2471,0.1951,Соняшник,0.27126,Khersonska oblast
Соняшник,Хмельницька,0.3154,0.344,0.3333,0.3493,0.3272,Соняшник,0.33383999999999997,Khmelnytska oblast
Соняшник,Черкаська,0.3364,0.3326,0.3258,0.3621,0.3163,Соняшник,0.33464,Cherkaska oblast
Соняшник,Чернівецька,0.2888,0.3359,0.3474,0.3393,0.3321,Соняшник,0.3287,Chernivetska oblast
Соняшник,Чернігівська,0.3483,0.3528,0.3714,0.3479,0.4224,Соняшник,0.36856,Chernihivska oblast
Соняшник,Вінницька,0.3494,0.3657,0.3395,0.3745,0.3629,Соняшник,0.35840000000000005,Vinnytska oblast
Соняшник,Волинська,0.3657,0.3661,0.4023,0.3726,0.3465,Соняшник,0.37064,Volynska oblast
Соняшник,Дніпропетровська,0.3223,0.3416,0.3258,0.3437,0.3022,Соняшник,0.32711999999999997,Dnipropetrovska oblast
Соняшник,Донецька,0.3718,0.3269,0.3251,0.2972,0.2737,Соняшник,0.31894000000000006,Donetska oblast
Соняшник,Житомирська,0.341,0.3422,0.3395,0.3941,0.3143,Соняшник,0.34621999999999997,Zhytomyrska oblast
Соняшник,Закарпатська,0.2925,0.3404,0.3424,0.3459,0.3465,Соняшник,0.33354000000000006,Zakarpatska oblast
Соняшник,Запорізька,0.3028,0.3036,0.3082,0.3286,0.2893,Соняшник,0.30650000000000005,Zaporizka oblast
Соняшник,Івано-Франківська,0.3488,0.3543,0.3424,0.366,0.3305,Соняшник,0.34840000000000004,Ivano-Frankivska oblast
Соняшник,Київська,0.3397,0.341,0.3441,0.3686,0.3219,Соняшник,0.34306000000000003,Kyivska oblast
Соняшник,Кіровоградська,0.3263,0.3468,0.3346,0.3222,0.2907,Соняшник,0.32412,Kirovohradska oblast
Соняшник,Луганська,0.3089,0.3239,0.3167,0.3049,,Соняшник,0.3136,Luhanska oblast
Соняшник,Львівська,0.3423,0.3507,0.3516,0.3633,0.336,Соняшник,0.34878,Lvivska oblast
Соняшник,Миколаївська,0.3231,0.3397,0.3628,0.3557,0.3079,Соняшник,0.33784000000000003,Mykolaivska oblast
Соняшник,Одеська,0.3286,0.3326,0.3327,0.3096,0.2948,Соняшник,0.31966,Odeska oblast
Соняшник,Полтавська,0.3247,0.3312,0.3389,0.3362,0.2907,Соняшник,0.32433999999999996,Poltavska oblast
Соняшник,Рівненська,0.35,0.3451,0.355,0.3544,0.2961,Соняшник,0.34012000000000003,Rivnenska oblast
Соняшник,Сумська,0.3435,0.348,0.3452,0.3731,0.3263,Соняшник,0.34722,Sumska oblast
Соняшник,Тернопільська,0.3802,0.3699,0.3733,0.401,0.3635,Соняшник,0.37757999999999997,Ternopilska oblast
Соняшник,Харківська,0.3206,0.3174,0.3251,0.3259,0.2935,Соняшник,0.3165,Kharkivska oblast
Соняшник,Херсонська,0.3028,0.341,0.31,0.293,0.2417,Соняшник,0.29769999999999996,Khersonska oblast
Соняшник,Хмельницька,0.3181,0.3463,0.3359,0.3526,0.3289,Соняшник,0.33636,Khmelnytska oblast
Соняшник,Черкаська,0.3404,0.3346,0.332,0.3691,0.3228,Соняшник,0.33978,Cherkaska oblast
Соняшник,Чернівецька,0.3028,0.3359,0.35,0.3466,0.339,Соняшник,0.33486000000000005,Chernivetska oblast
Соняшник,Чернігівська,0.3533,0.3564,0.3741,0.3538,0.4252,Соняшник,0.37256000000000006,Chernihivska oblast
Соняшник,Вінницька,0.0646,0.0621,0.0646,0.077,0.0724,Соняшник,0.06814,Vinnytska oblast
Соняшник,Волинська,0.0782,0.0759,0.0786,0.0819,0.0817,Соняшник,0.07926,Volynska oblast
Соняшник,Дніпропетровська,0.0605,0.0607,0.0608,0.0729,0.0664,Соняшник,0.06426000000000001,Dnipropetrovska oblast
Соняшник,Донецька,0.0531,0.0484,0.0523,0.0535,0.0497,Соняшник,0.0514,Donetska oblast
Соняшник,Житомирська,0.0525,0.0514,0.044,0.0539,0.0585,Соняшник,0.052059999999999995,Zhytomyrska oblast
Соняшник,Закарпатська,0.0712,0.0741,0.0617,0.0483,0.0918,Соняшник,0.06942,Zakarpatska oblast
Соняшник,Запорізька,0.0525,0.0514,0.0502,0.068,0.061,Соняшник,0.056620000000000004,Zaporizka oblast
Соняшник,Івано-Франківська,0.0502,0.0558,0.0665,0.0764,0.0944,Соняшник,0.06866,Ivano-Frankivska oblast
Соняшник,Київська,0.0637,0.0686,0.0614,0.0778,0.0681,Соняшник,0.06792000000000001,Kyivska oblast
Соняшник,Кіровоградська,0.0619,0.0558,0.0556,0.0698,0.0663,Соняшник,0.061880000000000004,Kirovohradska oblast
Соняшник,Луганська,0.0516,0.0536,0.06,0.0558,,Соняшник,0.05525000000000001,Luhanska oblast
Соняшник,Львівська,0.059,0.0725,0.0693,0.0628,0.0785,Соняшник,0.06842000000000001,Lvivska oblast
Соняшник,Миколаївська,0.0434,0.0417,0.0398,0.0508,0.0407,Соняшник,0.043280000000000006,Mykolaivska oblast
Соняшник,Одеська,0.0187,0.0165,0.0235,0.033,0.0388,Соняшник,0.0261,Odeska oblast
Соняшник,Полтавська,0.0644,0.068,0.064,0.0796,0.0709,Соняшник,0.06938000000000001,Poltavska oblast
Соняшник,Рівненська,0.0636,0.0596,0.0667,0.084,0.0484,Соняшник,0.06446,Rivnenska oblast
Соняшник,Сумська,0.0616,0.0701,0.0688,0.0805,0.0765,Соняшник,0.0715,Sumska oblast
Соняшник,Тернопільська,0.0833,0.07,0.077,0.0945,0.0955,Соняшник,0.08406,Ternopilska oblast
Соняшник,Харківська,0.0668,0.0647,0.0608,0.0776,0.0637,Соняшник,0.06672,Kharkivska oblast
Соняшник,Херсонська,0.0425,0.0371,0.045,0.0219,0.0447,Соняшник,0.038239999999999996,Khersonska oblast
Соняшник,Хмельницька,0.0762,0.0942,0.0724,0.1003,0.1064,Соняшник,0.08990000000000001,Khmelnytska oblast
Соняшник,Черкаська,0.0607,0.0663,0.0552,0.0744,0.0716,Соняшник,0.06564,Cherkaska oblast
Соняшник,Чернівецька,0.054,0.0612,0.0607,0.0722,0.0959,Соняшник,0.0688,Chernivetska oblast
Соняшник,Чернігівська,0.0728,0.0743,0.0713,0.0827,0.0856,Соняшник,0.07734,Chernihivska oblast
Соняшник,Вінницька,0.0694,0.0646,0.0699,0.079,0.076,Соняшник,0.07178000000000001,Vinnytska oblast
Соняшник,Волинська,0.0836,0.0791,0.0818,0.0844,0.0826,Соняшник,0.0823,Volynska oblast
Соняшник,Дніпропетровська,0.0674,0.0651,0.0651,0.0785,0.0702,Соняшник,0.06926,Dnipropetrovska oblast
Соняшник,Донецька,0.0573,0.0538,0.0558,0.066,0.0547,Соняшник,0.057519999999999995,Donetska oblast
Соняшник,Житомирська,0.0592,0.0565,0.0466,0.0599,0.0617,Соняшник,0.05678,Zhytomyrska oblast
Соняшник,Закарпатська,0.0818,0.0859,0.0639,0.0653,0.0918,Соняшник,0.07774,Zakarpatska oblast
Соняшник,Запорізька,0.058,0.0552,0.0529,0.0749,0.0647,Соняшник,0.06113999999999999,Zaporizka oblast
Соняшник,Івано-Франківська,0.0529,0.0636,0.0725,0.0825,0.0945,Соняшник,0.0732,Ivano-Frankivska oblast
Соняшник,Київська,0.0698,0.0724,0.064,0.0838,0.0713,Соняшник,0.07225999999999999,Kyivska oblast
Соняшник,Кіровоградська,0.0662,0.0615,0.0599,0.0743,0.0702,Соняшник,0.06642,Kirovohradska oblast
Соняшник,Луганська,0.055,0.0569,0.063,0.0614,,Соняшник,0.059075,Luhanska oblast
Соняшник,Львівська,0.0616,0.072,0.0706,0.0644,0.0804,Соняшник,0.0698,Lvivska oblast
Соняшник,Миколаївська,0.0508,0.0476,0.0447,0.0577,0.0455,Соняшник,0.049260000000000005,Mykolaivska oblast
Соняшник,Одеська,0.0239,0.0209,0.028,0.038,0.0447,Соняшник,0.0311,Odeska oblast
Соняшник,Полтавська,0.0679,0.0712,0.0686,0.0842,0.0754,Соняшник,0.07346,Poltavska oblast
Соняшник,Рівненська,0.0707,0.0672,0.07,0.0857,0.0532,Соняшник,0.06936,Rivnenska oblast
Соняшник,Сумська,0.0643,0.072,0.0703,0.0821,0.0781,Соняшник,0.07336,Sumska oblast
Соняшник,Тернопільська,0.0836,0.0751,0.08,0.0974,0.1019,Соняшник,0.0876,Ternopilska oblast
Соняшник,Харківська,0.0706,0.0678,0.0661,0.0856,0.0684,Соняшник,0.07170000000000001,Kharkivska oblast
Соняшник,Херсонська,0.0507,0.0439,0.0526,0.0335,0.0597,Соняшник,0.04808,Khersonska oblast
Соняшник,Хмельницька,0.0783,0.096,0.075,0.1027,0.1078,Соняшник,0.09196000000000001,Khmelnytska oblast
Соняшник,Черкаська,0.0644,0.0689,0.0585,0.0772,0.0735,Соняшник,0.0685,Cherkaska oblast
Соняшник,Чернівецька,0.0616,0.0619,0.0628,0.0782,0.0994,Соняшник,0.07278,Chernivetska oblast
Соняшник,Чернігівська,0.0796,0.0772,0.074,0.0858,0.0872,Соняшник,0.08076,Chernihivska oblast
Соя,Вінницька,0.1618,0.1564,0.13,0.1553,0.1617,Соя,0.15304,Vinnytska oblast
Соя,Волинська,0.1111,0.1423,0.1465,0.1613,0.1065,Соя,0.13354000000000002,Volynska oblast
Соя,Дніпропетровська,0.0075,0.0,0.0275,0.0069,0.0,Соя,0.008380000000000002,Dnipropetrovska oblast
Соя,Донецька,,,0.0,,,Соя,0.0,Donetska oblast
Соя,Житомирська,0.1628,0.1609,0.174,0.1613,0.1322,Соя,0.15824,Zhytomyrska oblast
Соя,Закарпатська,0.0207,0.0328,0.0716,0.0393,0.0247,Соя,0.03782,Zakarpatska oblast
Соя,Запорізька,0.0463,0.043,0.0607,,,Соя,0.049999999999999996,Zaporizka oblast
Соя,Івано-Франківська,0.0987,0.1081,0.1154,0.101,0.0986,Соя,0.10436000000000001,Ivano-Frankivska oblast
Соя,Київська,0.1498,0.1286,0.1283,0.143,0.1308,Соя,0.1361,Kyivska oblast
Соя,Кіровоградська,0.1052,0.1059,0.0871,0.0774,0.0551,Соя,0.08614000000000001,Kirovohradska oblast
Соя,Луганська,,,,,,Соя,,Luhanska oblast
Соя,Львівська,0.1268,0.1642,0.1669,0.1651,0.1689,Соя,0.15838000000000002,Lvivska oblast
Соя,Миколаївська,0.0144,0.0077,0.0,0.0069,0.5901,Соя,0.12382,Mykolaivska oblast
Соя,Одеська,0.0,0.0,0.0215,0.0,0.0,Соя,0.0043,Odeska oblast
Соя,Полтавська,0.1411,0.1395,0.1248,0.0924,0.1007,Соя,0.11969999999999999,Poltavska oblast
Соя,Рівненська,0.0987,0.1122,0.1048,0.1107,0.0874,Соя,0.10276,Rivnenska oblast
Соя,Сумська,0.1566,0.1286,0.1212,0.1418,0.1558,Соя,0.14079999999999998,Sumska oblast
Соя,Тернопільська,0.1676,0.1742,0.1867,0.1914,0.14,Соя,0.17198,Ternopilska oblast
Соя,Харківська,0.0782,0.0674,0.0645,0.0393,0.0435,Соя,0.05858,Kharkivska oblast
Соя,Херсонська,0.1411,0.1872,0.1531,0.0,,Соя,0.12035000000000001,Khersonska oblast
Соя,Хмельницька,0.1845,0.1631,0.1832,0.1793,0.1831,Соя,0.17864000000000002,Khmelnytska oblast
Соя,Черкаська,0.1314,0.127,0.1332,0.1511,0.0986,Соя,0.12825999999999999,Cherkaska oblast
Соя,Чернівецька,0.0621,0.0638,0.0681,0.0553,0.0435,Соя,0.05856,Chernivetska oblast
Соя,Чернігівська,0.1314,0.1037,0.1092,0.1069,0.1084,Соя,0.11191999999999999,Chernihivska oblast
Соя,Вінницька,0.9648,0.9807,0.9707,0.9427,0.9653,Соя,0.9648399999999999,Vinnytska oblast
Соя,Волинська,0.8747,0.8947,0.9181,0.8983,0.8954,Соя,0.8962399999999999,Volynska oblast
Соя,Дніпропетровська,0.6607,0.6425,0.7659,0.6732,0.7033,Соя,0.68912,Dnipropetrovska oblast
Соя,Донецька,,,0.2975,,,Соя,0.2975,Donetska oblast
Соя,Житомирська,0.9635,0.9558,0.9496,0.9656,0.9607,Соя,0.9590400000000001,Zhytomyrska oblast
Соя,Закарпатська,0.7486,0.7923,0.834,0.8382,0.8246,Соя,0.80754,Zakarpatska oblast
Соя,Запорізька,0.7614,0.7661,0.8113,,,Соя,0.7796,Zaporizka oblast
Соя,Івано-Франківська,0.8557,0.8968,0.9117,0.8681,0.9066,Соя,0.88778,Ivano-Frankivska oblast
Соя,Київська,0.9535,0.9475,0.949,0.9285,0.9426,Соя,0.94422,Kyivska oblast
Соя,Кіровоградська,0.9097,0.8892,0.8773,0.8794,0.9023,Соя,0.8915799999999999,Kirovohradska oblast
Соя,Луганська,,,,,,Соя,,Luhanska oblast
Соя,Львівська,0.9057,0.9513,0.979,0.9506,0.9545,Соя,0.9482200000000001,Lvivska oblast
Соя,Миколаївська,0.6694,0.6255,0.649,0.633,0.6773,Соя,0.65084,Mykolaivska oblast
Соя,Одеська,0.7599,0.7674,0.7204,0.8305,0.6957,Соя,0.75478,Odeska oblast
Соя,Полтавська,0.9629,0.9747,0.9728,0.9513,0.9902,Соя,0.9703799999999999,Poltavska oblast
